time,voltage
1.414282857,0.196882657
1.416283257,0.274400733
1.418283657,0.236242097
1.420284057,0.168765079
1.422284457,0.244182598
1.424284857,0.268328035
1.426285257,0.265040879
1.428285657,0.164503136
1.430286057,0.314632645
1.432286457,0.207109238
1.434286857,0.225922369
1.436287257,0.200901163
1.438287658,0.14909876
1.440288058,0.286433534
1.442288458,0.231736227
1.444288858,0.26677256
1.446289258,0.288769588
1.448289658,0.204084767
1.450290058,0.345466829
1.452290458,0.277671057
1.454290858,0.304726675
1.456291258,0.318156362
1.458291658,0.282610671
1.460292058,0.23131401
1.462292458,0.35289605
1.464292859,0.282493269
1.466293259,0.393426318
1.468293659,0.28585344
1.470294059,0.288781773
1.472294459,0.300095909
1.474294859,0.257792752
1.476295259,0.189306402
1.478295659,0.308207928
1.480296059,0.266015147
1.482296459,0.192041942
1.484296859,0.231523786
1.486297259,0.155137765
1.48829766,0.210523321
1.49029806,0.233119926
1.49229846,0.22512135
1.49429886,0.222792119
1.49629926,0.190063621
1.49829966,0.250686009
1.50030006,0.132864515
1.50230046,0.237945455
1.50430086,0.265475045
1.50630126,0.197429013
1.50830166,0.122884894
1.51030206,0.139569775
1.51230246,0.146724591
1.514302861,0.13415236
1.516303261,0.160138999
1.518303661,0.210828287
1.520304061,0.174146777
1.522304461,0.137861965
1.524304861,0.084957484
1.526305261,0.184743566
1.528305661,0.144611638
1.530306061,0.086887992
1.532306461,0.116265446
1.534306861,-0.020256043
1.536307261,-0.017635489
1.538307662,0.170595349
1.540308062,0.073037063
1.542308462,0.10492024
1.544308862,0.025781444
1.546309262,0.034551564
1.548309662,0.083127649
1.550310062,0.122781468
1.552310462,0.123057298
1.554310862,0.104565949
1.556311262,0.046905088
1.558311662,-0.025605158
1.560312062,0.16780688
1.562312462,0.108860437
1.564312863,0.093695386
1.566313263,0.039278807
1.568313663,0.048176163
1.570314063,0.122686205
1.572314463,0.097204384
1.574314863,0.064180881
1.576315263,0.076645137
1.578315663,0.129535602
1.580316063,0.016632288
1.582316463,0.068783712
1.584316863,0.061133449
1.586317263,0.120670274
1.588317664,0.084602127
1.590318064,0.135560324
1.592318464,0.148853444
1.594318864,0.020437807
1.596319264,0.20386486
1.598319664,0.142458301
1.600320064,0.130891905
1.602320464,0.188255377
1.604320864,0.221272724
1.606321264,0.048307835
1.608321664,0.079658143
1.610322064,0.098823736
1.612322464,0.186248971
1.614322865,0.169207117
1.616323265,0.196352374
1.618323665,0.187845795
1.620324065,0.078678162
1.622324465,0.159020142
1.624324865,0.170091382
1.626325265,0.127874797
1.628325665,0.161143983
1.630326065,0.267895145
1.632326465,0.17404358
1.634326865,0.076049039
1.636327265,0.21869212
1.638327666,0.101179992
1.640328066,0.134403948
1.642328466,0.232325344
1.644328866,0.141885548
1.646329266,0.114621944
1.648329666,0.174865705
1.650330066,0.102506252
1.652330466,0.162434802
1.654330866,0.059980488
1.656331266,0.072567369
1.658331666,0.116711616
1.660332066,0.159010777
1.662332466,0.115472539
1.664332867,0.10052074
1.666333267,0.083780511
1.668333667,0.061223217
1.670334067,0.151790904
1.672334467,0.064518417
1.674334867,0.058299882
1.676335267,0.040211104
1.678335667,0.053144564
1.680336067,-0.004114395
1.682336467,-0.013127017
1.684336867,-0.030279505
1.686337267,0.051444108
1.688337668,-0.01668198
1.690338068,-0.040560456
1.692338468,-0.047453712
1.694338868,-0.03017392
1.696339268,-0.011324047
1.698339668,0.011421311
1.700340068,-0.105543129
1.702340468,-0.10996756
1.704340868,0.000495042
1.706341268,-0.06087901
1.708341668,-0.101986618
1.710342068,-0.116552338
1.712342468,-0.121231832
1.714342869,-0.057135304
1.716343269,-0.127522303
1.718343669,-0.194059574
1.720344069,-0.124252433
1.722344469,-0.178367032
1.724344869,-0.150703259
1.726345269,-0.21799793
1.728345669,-0.138473049
1.730346069,-0.294649282
1.732346469,-0.241580303
1.734346869,-0.220482282
1.736347269,-0.22619822
1.73834767,-0.18301192
1.74034807,-0.303495131
1.74234847,-0.223204295
1.74434887,-0.287812738
1.74634927,-0.210448479
1.74834967,-0.17524284
1.75035007,-0.25465576
1.75235047,-0.198992596
1.75435087,-0.264854711
1.75635127,-0.179032439
1.75835167,-0.197101267
1.76035207,-0.31257625
1.76235247,-0.285962312
1.764352871,-0.308205475
1.766353271,-0.249779639
1.768353671,-0.287628656
1.770354071,-0.289577054
1.772354471,-0.22383351
1.774354871,-0.261235805
1.776355271,-0.259087446
1.778355671,-0.246922741
1.780356071,-0.237997371
1.782356471,-0.250572291
1.784356871,-0.235375283
1.786357271,-0.150432598
1.788357672,-0.240824098
1.790358072,-0.217421311
1.792358472,-0.199188275
1.794358872,-0.28198042
1.796359272,-0.210252392
1.798359672,-0.121628709
1.800360072,-0.249781037
1.802360472,-0.236245605
1.804360872,-0.082544593
1.806361272,-0.100478923
1.808361672,-0.163972559
1.810362072,-0.1045199
1.812362472,-0.060639431
1.814362873,-0.14889832
1.816363273,-0.124197505
1.818363673,-0.086575513
1.820364073,-0.114705194
1.822364473,-0.174035681
1.824364873,-0.093172319
1.826365273,-0.093209504
1.828365673,-0.185486708
1.830366073,-0.070877183
1.832366473,-0.08843289
1.834366873,-0.069618822
1.836367273,-0.157234675
1.838367674,-0.076769466
1.840368074,-0.07992532
1.842368474,-0.026859085
1.844368874,-0.097374622
1.846369274,-0.135261387
1.848369674,-0.021824055
1.850370074,-0.12199955
1.852370474,-0.193539448
1.854370874,-0.094303351
1.856371274,-0.112256644
1.858371674,-0.160547694
1.860372074,-0.117575643
1.862372474,-0.091159006
1.864372875,-0.041274571
1.866373275,-0.123133622
1.868373675,-0.099504752
1.870374075,-0.088267294
1.872374475,-0.149954553
1.874374875,-0.176296419
1.876375275,-0.184723587
1.878375675,-0.112934247
1.880376075,-0.144956155
1.882376475,-0.193718261
1.884376875,-0.10959987
1.886377275,-0.095046169
1.888377676,-0.189021727
1.890378076,-0.195289418
1.892378476,-0.068601574
1.894378876,-0.125250315
1.896379276,-0.175154511
1.898379676,-0.04974427
1.900380076,-0.254332808
1.902380476,-0.209244997
1.904380876,-0.237705712
1.906381276,-0.222885591
1.908381676,-0.123476728
1.910382076,-0.124345383
1.912382476,-0.175362585
1.914382877,-0.223848197
1.916383277,-0.254014664
1.918383677,-0.164482063
1.920384077,-0.179931258
1.922384477,-0.223396417
1.924384877,-0.235204588
1.926385277,-0.25657031
1.928385677,-0.12303086
1.930386077,-0.306398771
1.932386477,-0.17284693
1.934386877,-0.173112334
1.936387277,-0.183260732
1.938387678,-0.173174233
1.940388078,-0.203248086
1.942388478,-0.14426222
1.944388878,-0.192864843
1.946389278,-0.126352336
1.948389678,-0.269260476
1.950390078,-0.286010382
1.952390478,-0.238989644
1.954390878,-0.177053189
1.956391278,-0.139752121
1.958391678,-0.13197911
1.960392078,-0.13747481
1.962392478,-0.074333569
1.964392879,-0.20165226
1.966393279,-0.18395909
1.968393679,-0.169794035
1.970394079,-0.120692499
1.972394479,-0.06019203
1.974394879,-0.154329532
1.976395279,-0.08134336
1.978395679,-0.205586849
1.980396079,-0.146754981
1.982396479,-0.094846937
1.984396879,-0.117078738
1.986397279,-0.017958239
1.98839768,-0.071481956
1.99039808,-0.039185159
1.99239848,-0.059768631
1.99439888,0.019846784
1.99639928,0.019843465
1.99839968,-0.027555947
2.00040008,0.489590499
2.00240048,0.474487825
2.00440088,0.501352763
2.00640128,0.571582283
2.00840168,0.516763366
2.01040208,0.480729164
2.01240248,0.61415168
2.014402881,0.519453797
2.016403281,0.594027019
2.018403681,0.607503028
2.020404081,0.592394793
2.022404481,0.517325497
2.024404881,0.508715673
2.026405281,0.587091437
2.028405681,0.539518586
2.030406081,0.639967531
2.032406481,0.569407058
2.034406881,0.576335666
2.036407281,0.464314105
2.038407682,0.513717956
2.040408082,0.561244442
2.042408482,0.526805154
2.044408882,0.472342967
2.046409282,0.481498314
2.048409682,0.568871977
2.050410082,0.522990171
2.052410482,0.454197611
2.054410882,0.512183546
2.056411282,0.405947773
2.058411682,0.461360815
2.060412082,0.394244687
2.062412482,0.445801938
2.064412883,0.406805173
2.066413283,0.396720268
2.068413683,0.420305094
2.070414083,0.445323818
2.072414483,0.40494611
2.074414883,0.400021216
2.076415283,0.361303141
2.078415683,0.315494836
2.080416083,0.327728409
2.082416483,0.263020317
2.084416883,0.315979782
2.086417283,0.351101727
2.088417684,0.264504848
2.090418084,0.340465136
2.092418484,0.339340256
2.094418884,0.28795904
2.096419284,0.174240027
2.098419684,0.126659028
2.100420084,0.085771006
2.102420484,0.160511544
2.104420884,0.191093496
2.106421284,0.273213519
2.108421684,0.270712876
2.110422084,0.295920728
2.112422484,0.131872793
2.114422885,0.209999255
2.116423285,0.127820029
2.118423685,0.231650577
2.120424085,0.171095224
2.122424485,0.208372961
2.124424885,0.157955142
2.126425285,0.084801815
2.128425685,0.178501121
2.130426085,0.160618996
2.132426485,0.055389286
2.134426885,0.149319461
2.136427285,0.138631877
2.138427686,0.082289658
2.140428086,0.093513616
2.142428486,0.045337318
2.144428886,0.083743519
2.146429286,0.069680458
2.148429686,0.0436525
2.150430086,0.056265778
2.152430486,0.017620718
2.154430886,0.140384406
2.156431286,0.137445755
2.158431686,0.101880413
2.160432086,0.179313486
2.162432486,0.08110425
2.164432887,0.103724688
2.166433287,0.107882747
2.168433687,0.147087246
2.170434087,0.264480189
2.172434487,0.099481864
2.174434887,0.054170736
2.176435287,0.110335944
2.178435687,0.092015661
2.180436087,0.120275626
2.182436487,0.042258133
2.184436887,0.155271991
2.186437287,0.13141288
2.188437688,0.219985823
2.190438088,0.263846272
2.192438488,0.133359524
2.194438888,0.232642255
2.196439288,0.210115867
2.198439688,0.193004531
2.200440088,0.217825605
2.202440488,0.218872852
2.204440888,0.14058735
2.206441288,0.23623135
2.208441688,0.282330859
2.210442088,0.214189053
2.212442488,0.14613589
2.214442889,0.195787776
2.216443289,0.193189968
2.218443689,0.288097406
2.220444089,0.197061276
2.222444489,0.222610124
2.224444889,0.223782562
2.226445289,0.266744743
2.228445689,0.296142443
2.230446089,0.253423914
2.232446489,0.260959675
2.234446889,0.309253092
2.236447289,0.225648661
2.23844769,0.198120289
2.24044809,0.264665595
2.24244849,0.228909868
2.24444889,0.190219845
2.24644929,0.190505227
2.24844969,0.349096166
2.25045009,0.217165487
